timestamp,open,high,low,close,volume
2024-01-09 01:00:00,5.8564,5.8981,5.7281,5.7582,7070.26
2024-01-09 05:00:00,5.7589,5.8660,5.7121,5.8209,2555.81
2024-01-09 09:00:00,5.8232,5.8312,5.5860,5.6206,3091.68
2024-01-09 13:00:00,5.6200,5.6409,5.3272,5.4001,5062.51
2024-01-09 17:00:00,5.4065,5.4221,5.2762,5.3318,1984.59
2024-01-09 21:00:00,5.3318,5.4944,5.2195,5.4944,7277.36
2024-01-10 01:00:00,5.4911,5.6382,5.4761,5.5156,3657.77
2024-01-10 05:00:00,5.5174,5.5753,5.4951,5.5271,3095.43
2024-01-10 09:00:00,5.5272,5.6470,5.4260,5.5329,1498.81
2024-01-10 13:00:00,5.5209,5.5437,5.2719,5.4701,2283.57
2024-01-10 17:00:00,5.4725,5.6403,5.4138,5.6207,6271.89
2024-01-10 21:00:00,5.6215,6.0862,5.4452,5.9378,19693.40
2024-01-11 01:00:00,5.9486,6.2074,5.8840,6.1562,3680.06
2024-01-11 05:00:00,6.1472,6.2357,5.9681,6.0449,2356.98
2024-01-11 09:00:00,6.0504,6.3235,6.0387,6.2584,4629.90
2024-01-11 13:00:00,6.2600,6.4058,6.0657,6.1375,5666.79
2024-01-11 17:00:00,6.1412,6.4987,6.0264,6.4824,6539.46
2024-01-11 21:00:00,6.4894,6.5026,6.2761,6.4613,4728.18
2024-01-12 01:00:00,6.4608,6.4774,6.1865,6.1925,2202.10
2024-01-12 05:00:00,6.1870,6.3185,6.1826,6.2343,1367.28
2024-01-12 09:00:00,6.2358,6.3452,6.1787,6.2759,1994.92
2024-01-12 13:00:00,6.2739,6.3470,6.0406,6.0699,1693.18
2024-01-12 17:00:00,6.0712,6.1422,5.8235,6.0941,8464.62
2024-01-12 21:00:00,6.0929,6.2517,5.8000,5.9796,3251.04
2024-01-13 01:00:00,5.9873,6.0322,5.7248,5.8702,2339.05
2024-01-13 05:00:00,5.8719,6.0508,5.8411,5.9940,791.16
2024-01-13 09:00:00,5.9940,6.0418,5.8790,5.9520,682.68
2024-01-13 13:00:00,5.9523,6.1722,5.9159,6.1224,6704.76
2024-01-13 17:00:00,6.1204,6.1570,5.9835,6.0484,1801.47
2024-01-13 21:00:00,6.0436,6.0892,5.9845,6.0285,2147.65
2024-01-14 01:00:00,6.0315,6.0411,5.9161,5.9901,5141.06
2024-01-14 05:00:00,5.9923,6.0559,5.9371,6.0419,956.98
2024-01-14 09:00:00,6.0418,6.2537,6.0285,6.0813,4913.33
2024-01-14 13:00:00,6.0776,6.2357,6.0629,6.1872,2855.15
2024-01-14 17:00:00,6.1832,6.2648,5.9264,5.9357,3508.07
2024-01-14 21:00:00,5.9420,6.0087,5.8000,5.8124,7097.06
2024-01-15 01:00:00,5.8219,5.9641,5.8101,5.9151,1283.36
2024-01-15 05:00:00,5.9137,5.9535,5.8657,5.8987,1719.82
2024-01-15 09:00:00,5.9042,5.9897,5.8624,5.9619,2025.69
2024-01-15 13:00:00,5.9671,6.0054,5.8210,5.8538,3664.96
2024-01-15 17:00:00,5.8483,6.1360,5.8444,6.0674,4865.55
2024-01-15 21:00:00,6.0683,6.1008,5.8785,5.9177,1075.28
2024-01-16 01:00:00,5.9233,5.9916,5.9168,5.9537,1272.61
2024-01-16 05:00:00,5.9546,5.9567,5.8706,5.9177,2894.35
2024-01-16 09:00:00,5.9195,5.9630,5.8455,5.8747,1120.40
2024-01-16 13:00:00,5.8784,5.9452,5.7358,5.8678,2747.75
2024-01-16 17:00:00,5.8667,5.8878,5.7706,5.8430,2065.31
2024-01-16 21:00:00,5.8417,5.9396,5.8270,5.8548,4904.52
2024-01-17 01:00:00,5.8587,5.9049,5.8179,5.8190,885.53
2024-01-17 05:00:00,5.8146,5.8235,5.6808,5.7055,636.89
2024-01-17 09:00:00,5.7048,5.7680,5.6697,5.7371,1216.56
2024-01-17 13:00:00,5.7362,5.7453,5.6400,5.6562,1328.85
2024-01-17 17:00:00,5.6562,5.8072,5.6159,5.7982,1518.55
2024-01-17 21:00:00,5.7981,5.8176,5.7226,5.7926,1087.81
2024-01-18 01:00:00,5.7919,5.8326,5.6949,5.7365,981.43
2024-01-18 05:00:00,5.7372,5.8667,5.7309,5.8570,1691.80
2024-01-18 09:00:00,5.8604,5.9188,5.7838,5.8451,1333.26
2024-01-18 13:00:00,5.8431,5.9691,5.7470,5.9009,2265.11
2024-01-18 17:00:00,5.9015,5.9015,5.5000,5.5333,8581.98
2024-01-18 21:00:00,5.5401,5.6150,5.5041,5.6110,1732.84
2024-01-19 01:00:00,5.6143,5.6308,5.3430,5.4507,3841.43
2024-01-19 05:00:00,5.4564,5.5236,5.4430,5.4934,577.18
2024-01-19 09:00:00,5.4963,5.5258,5.4516,5.5152,2395.26
2024-01-19 13:00:00,5.5134,5.5265,5.3458,5.3862,5802.93
2024-01-19 17:00:00,5.3841,5.4369,5.1371,5.4215,3737.60
2024-01-19 21:00:00,5.4214,5.4798,5.3830,5.4798,1967.28
2024-01-20 01:00:00,5.4795,5.5102,5.4002,5.4948,3696.45
2024-01-20 05:00:00,5.4906,5.4945,5.4171,5.4497,8915.99
2024-01-20 09:00:00,5.4530,5.4808,5.3979,5.4442,548.87
2024-01-20 13:00:00,5.4472,5.4648,5.3902,5.4227,846.80
2024-01-20 17:00:00,5.4229,5.4653,5.4060,5.4628,1637.86
2024-01-20 21:00:00,5.4639,5.5508,5.4539,5.5092,1458.78
2024-01-21 01:00:00,5.5116,5.5505,5.4583,5.5307,1770.93
2024-01-21 05:00:00,5.5288,5.5614,5.4842,5.5091,610.88
2024-01-21 09:00:00,5.5110,5.5519,5.5028,5.5138,486.41
2024-01-21 13:00:00,5.5112,5.5515,5.4643,5.4803,2042.70
2024-01-21 17:00:00,5.4787,5.4834,5.4105,5.4462,1917.27
2024-01-21 21:00:00,5.4461,5.4682,5.3606,5.3608,1919.82
2024-01-22 01:00:00,5.3599,5.4044,5.2317,5.2620,1697.82
2024-01-22 05:00:00,5.2638,5.3066,5.1970,5.2551,797.94
2024-01-22 09:00:00,5.2552,5.2750,5.1758,5.2106,1818.86
2024-01-22 13:00:00,5.2084,5.3000,5.1200,5.2302,5945.48
2024-01-22 17:00:00,5.2305,5.2559,5.0260,5.0913,1696.75
2024-01-22 21:00:00,5.0937,5.1861,5.0175,5.0440,2663.57
2024-01-23 01:00:00,5.0468,5.1383,5.0272,5.0966,807.86
2024-01-23 05:00:00,5.1207,5.1311,4.9918,5.0051,2223.42
2024-01-23 09:00:00,5.0100,5.0354,4.6591,4.7525,10584.49
2024-01-23 13:00:00,4.7526,4.8778,4.6252,4.8381,4064.61
2024-01-23 17:00:00,4.8348,4.8852,4.7664,4.7767,2860.29
2024-01-23 21:00:00,4.7766,4.8979,4.7486,4.8926,936.17
2024-01-24 01:00:00,4.8914,4.9163,4.8131,4.8317,2100.63
2024-01-24 05:00:00,4.8358,4.8851,4.7952,4.8588,3877.20
2024-01-24 09:00:00,4.8624,4.9696,4.8479,4.9189,3643.18
2024-01-24 13:00:00,4.9171,4.9585,4.8423,4.9458,2160.68
2024-01-24 17:00:00,4.9433,5.0185,4.9036,4.9359,3509.17
2024-01-24 21:00:00,4.9340,5.0137,4.8925,5.0109,2126.51
2024-01-25 01:00:00,5.0106,5.0343,4.9385,4.9642,1800.50
2024-01-25 05:00:00,4.9634,4.9857,4.8985,4.9690,2031.32
2024-01-25 09:00:00,4.9692,4.9772,4.8973,4.9479,1354.62
2024-01-25 13:00:00,4.9458,4.9640,4.8267,4.8537,1431.43
2024-01-25 17:00:00,4.8512,4.9827,4.8310,4.9724,12492.16
2024-01-25 21:00:00,4.9739,4.9941,4.9362,4.9655,1621.61
2024-01-26 01:00:00,4.9629,5.0025,4.9102,4.9760,2282.75
2024-01-26 05:00:00,4.9763,4.9899,4.9269,4.9317,829.45
2024-01-26 09:00:00,4.9335,5.1365,4.9335,5.1257,6367.36
2024-01-26 13:00:00,5.1317,5.2161,5.1066,5.1858,3774.34
2024-01-26 17:00:00,5.1845,5.2306,5.1439,5.1630,2644.48
2024-01-26 21:00:00,5.1605,5.1846,5.1249,5.1738,1058.85
2024-01-27 01:00:00,5.1752,5.2124,5.1682,5.1926,1598.24
2024-01-27 05:00:00,5.1926,5.1991,5.1134,5.1426,1168.78
2024-01-27 09:00:00,5.1452,5.2870,5.1207,5.2570,3487.07
2024-01-27 13:00:00,5.2542,5.2898,5.2218,5.2560,3968.99
2024-01-27 17:00:00,5.2576,5.3969,5.2317,5.3777,2326.41
2024-01-27 21:00:00,5.3771,5.3880,5.3132,5.3301,1642.19
2024-01-28 01:00:00,5.3260,5.3896,5.3111,5.3896,1620.17
2024-01-28 05:00:00,5.3857,5.4118,5.2963,5.2988,1249.21
2024-01-28 09:00:00,5.3037,5.3439,5.2373,5.2715,1480.03
2024-01-28 13:00:00,5.2724,5.2830,5.1981,5.2614,1075.78
2024-01-28 17:00:00,5.2614,5.2969,5.1521,5.1976,1432.41
2024-01-28 21:00:00,5.1985,5.2266,5.1319,5.1966,741.03
2024-01-29 01:00:00,5.1986,5.2827,5.1693,5.2514,545.88
2024-01-29 05:00:00,5.2510,5.2718,5.2095,5.2119,1242.83
2024-01-29 09:00:00,5.2137,5.2723,5.1884,5.2237,702.08
2024-01-29 13:00:00,5.2265,5.2454,5.1174,5.2443,936.01
2024-01-29 17:00:00,5.2493,5.3670,5.2224,5.3056,4279.41
2024-01-29 21:00:00,5.3113,5.3625,5.2911,5.3363,2716.54
2024-01-30 01:00:00,5.3363,5.3790,5.2812,5.2873,1997.10
2024-01-30 05:00:00,5.2873,5.3069,5.2465,5.2728,1078.56
2024-01-30 09:00:00,5.2728,5.3260,5.2545,5.3201,1663.41
2024-01-30 13:00:00,5.3195,5.3283,5.1867,5.2601,2836.30
2024-01-30 17:00:00,5.2596,5.3261,5.2394,5.2855,4157.62
2024-01-30 21:00:00,5.2872,5.2955,5.1342,5.1558,848.45
2024-01-31 01:00:00,5.1583,5.1762,5.0677,5.1341,1654.04
2024-01-31 05:00:00,5.1337,5.1524,5.0925,5.1283,369.34
2024-01-31 09:00:00,5.1266,5.1316,4.9730,5.0108,3019.65
2024-01-31 13:00:00,5.0082,5.0615,4.9451,5.0602,2435.87
2024-01-31 17:00:00,5.0620,5.0935,5.0263,5.0666,1887.83
2024-01-31 21:00:00,5.0663,5.0696,4.8975,4.9592,4204.35
2024-02-01 01:00:00,4.9597,5.0012,4.8654,4.9247,1303.58
2024-02-01 05:00:00,4.9242,4.9485,4.8957,4.9054,1385.62
2024-02-01 09:00:00,4.9044,4.9221,4.8543,4.8638,1054.77
2024-02-01 13:00:00,4.8687,4.9983,4.8672,4.9532,746.42
2024-02-01 17:00:00,4.9524,4.9865,4.8982,4.9505,870.91
2024-02-01 21:00:00,4.9567,4.9839,4.9363,4.9743,2728.08
2024-02-02 01:00:00,4.9707,5.0395,4.9552,5.0110,1618.59
2024-02-02 05:00:00,5.0085,5.0610,5.0034,5.0497,402.59
2024-02-02 09:00:00,5.0472,5.0538,4.9997,5.0408,1355.72
2024-02-02 13:00:00,5.0425,5.0730,4.9377,5.0698,2125.64
2024-02-02 17:00:00,5.0691,5.0828,4.9821,5.0264,544.86
2024-02-02 21:00:00,5.0264,5.0759,5.0104,5.0457,784.85
2024-02-03 01:00:00,5.0477,5.3146,5.0315,5.2084,6550.51
2024-02-03 05:00:00,5.2082,5.2082,5.1515,5.1716,973.62
2024-02-03 09:00:00,5.1717,5.2641,5.1713,5.2386,1909.34
2024-02-03 13:00:00,5.2413,5.2573,5.1107,5.1628,2314.28
2024-02-03 17:00:00,5.1653,5.1751,5.1098,5.1345,1383.91
2024-02-03 21:00:00,5.1318,5.1338,5.0537,5.0659,1328.50
2024-02-04 01:00:00,5.0643,5.0672,4.9887,5.0319,630.01
2024-02-04 05:00:00,5.0333,5.0333,4.9717,4.9902,1766.40
2024-02-04 09:00:00,4.9935,5.0572,4.9804,5.0412,952.20
2024-02-04 13:00:00,5.0429,5.0522,4.9965,5.0166,453.18
2024-02-04 17:00:00,5.0165,5.0363,4.9302,4.9630,3467.92
2024-02-04 21:00:00,4.9602,5.0045,4.9078,4.9267,1239.09
2024-02-05 01:00:00,4.9290,4.9651,4.8612,4.9651,516.84
2024-02-05 05:00:00,4.9637,5.0081,4.9400,4.9970,403.63
2024-02-05 09:00:00,4.9983,5.0177,4.9761,5.0077,221.45
2024-02-05 13:00:00,5.0103,5.0435,4.9443,4.9560,1078.11
2024-02-05 17:00:00,4.9522,4.9993,4.9412,4.9850,353.06
2024-02-05 21:00:00,4.9857,5.0085,4.9292,4.9985,817.89
2024-02-06 01:00:00,4.9975,5.0365,4.9857,5.0102,478.21
2024-02-06 05:00:00,5.0096,5.0189,4.9857,5.0101,1630.87
2024-02-06 09:00:00,5.0091,5.0396,4.9595,4.9855,835.67
2024-02-06 13:00:00,4.9823,5.0285,4.9413,5.0243,649.12
2024-02-06 17:00:00,5.0223,5.1423,4.9957,5.1382,6006.10
2024-02-06 21:00:00,5.1312,5.1462,5.0637,5.0696,964.83
2024-02-07 01:00:00,5.0696,5.0839,5.0275,5.0297,413.66
2024-02-07 05:00:00,5.0300,5.0445,4.9821,5.0038,1145.62
2024-02-07 09:00:00,5.0052,5.0347,4.9833,5.0021,246.93
2024-02-07 13:00:00,5.0022,5.0647,4.9951,5.0535,1923.87
2024-02-07 17:00:00,5.0528,5.1596,5.0503,5.1326,1918.33
