timestamp,open,high,low,close,volume
2024-02-21 18:30:00,2.9231,2.9235,2.9012,2.9042,974.8
2024-02-21 19:00:00,2.9032,2.9032,2.8600,2.8652,689.3
2024-02-21 19:30:00,2.8672,2.8965,2.8672,2.8958,67.6
2024-02-21 20:00:00,2.8966,2.9182,2.8897,2.8945,258.3
2024-02-21 20:30:00,2.8955,2.9113,2.8886,2.9089,224.6
2024-02-21 21:00:00,2.9085,2.9105,2.8971,2.9012,134.1
2024-02-21 21:30:00,2.9002,2.9093,2.8906,2.8987,7.9
2024-02-21 22:00:00,2.9022,2.9305,2.8966,2.9305,7.9
2024-02-21 22:30:00,2.9336,2.9432,2.9241,2.9415,136.3
2024-02-21 23:00:00,2.9387,2.9489,2.9218,2.9489,455.1
2024-02-21 23:30:00,2.9474,2.9629,2.9439,2.9629,118.8
2024-02-22 00:00:00,2.9609,2.9706,2.9605,2.9648,225.2
2024-02-22 00:30:00,2.9638,3.0073,2.9593,3.0006,410.6
2024-02-22 01:00:00,2.9983,2.9989,2.9795,2.9810,358.0
2024-02-22 01:30:00,2.9798,2.9798,2.9619,2.9657,56.0
2024-02-22 02:00:00,2.9668,2.9832,2.9593,2.9632,25.0
2024-02-22 02:30:00,2.9637,2.9642,2.9065,2.9065,1743.9
2024-02-22 03:00:00,2.9069,2.9316,2.9069,2.9205,32.4
2024-02-22 03:30:00,2.9209,2.9211,2.9063,2.9107,90.5
2024-02-22 04:00:00,2.9128,2.9283,2.9006,2.9283,50.5
2024-02-22 04:30:00,2.9283,2.9449,2.9193,2.9385,189.0
2024-02-22 05:00:00,2.9385,2.9461,2.9343,2.9372,42.7
2024-02-22 05:30:00,2.9382,2.9401,2.9252,2.9302,36.8
2024-02-22 06:00:00,2.9304,2.9562,2.9304,2.9497,6.8
2024-02-22 06:30:00,2.9522,2.9533,2.9372,2.9402,199.9
2024-02-22 07:00:00,2.9411,2.9562,2.9372,2.9555,151.1
2024-02-22 07:30:00,2.9555,2.9808,2.9555,2.9722,127.8
2024-02-22 08:00:00,2.9730,2.9828,2.9544,2.9828,283.1
2024-02-22 08:30:00,2.9884,3.0031,2.9842,2.9977,1229.8
2024-02-22 09:00:00,2.9978,3.0382,2.9950,3.0335,729.0
2024-02-22 09:30:00,3.0313,3.0539,3.0120,3.0532,268.5
2024-02-22 10:00:00,3.0527,3.0621,3.0319,3.0406,401.0
2024-02-22 10:30:00,3.0405,3.0592,3.0317,3.0539,415.1
2024-02-22 11:00:00,3.0527,3.0527,3.0249,3.0262,72.1
2024-02-22 11:30:00,3.0261,3.0274,3.0026,3.0145,321.8
2024-02-22 12:00:00,3.0139,3.0153,2.9856,2.9925,174.9
2024-02-22 12:30:00,2.9932,3.0177,2.9932,3.0132,273.8
2024-02-22 13:00:00,3.0143,3.0290,3.0102,3.0169,878.1
2024-02-22 13:30:00,3.0157,3.0232,2.9962,3.0050,192.1
2024-02-22 14:00:00,3.0042,3.0162,2.9699,2.9828,998.8
2024-02-22 14:30:00,2.9808,2.9864,2.9405,2.9652,535.1
2024-02-22 15:00:00,2.9645,2.9878,2.9592,2.9774,205.1
2024-02-22 15:30:00,2.9814,2.9962,2.9733,2.9934,186.2
2024-02-22 16:00:00,2.9933,2.9992,2.9643,2.9806,333.0
2024-02-22 16:30:00,2.9794,2.9984,2.9745,2.9895,55.3
2024-02-22 17:00:00,2.9895,2.9895,2.9578,2.9595,108.4
2024-02-22 17:30:00,2.9580,2.9748,2.9389,2.9464,143.7
2024-02-22 18:00:00,2.9472,2.9585,2.9417,2.9465,130.9
2024-02-22 18:30:00,2.9467,2.9801,2.9467,2.9725,152.9
2024-02-22 19:00:00,2.9726,2.9730,2.9512,2.9556,737.4
2024-02-22 19:30:00,2.9546,2.9912,2.9517,2.9705,7.0
