timestamp,open,high,low,close,volume
2024-01-04 07:00:00,0.76992,0.79214,0.73171,0.76987,38704.7
2024-01-04 13:00:00,0.76891,0.86825,0.76204,0.79684,9586.6
2024-01-04 19:00:00,0.79264,0.82712,0.76973,0.77520,10461.8
2024-01-05 01:00:00,0.77632,0.79068,0.70453,0.72878,2524.6
2024-01-05 07:00:00,0.72918,0.77140,0.70873,0.71287,9451.0
2024-01-05 13:00:00,0.71237,0.74038,0.69356,0.71194,7377.6
2024-01-05 19:00:00,0.70984,0.73275,0.70110,0.72339,7330.7
2024-01-06 01:00:00,0.72354,0.72402,0.63733,0.65492,6904.3
2024-01-06 07:00:00,0.65373,0.68911,0.63000,0.66119,9216.3
2024-01-06 13:00:00,0.66002,0.66811,0.64000,0.65709,4924.1
2024-01-06 19:00:00,0.65759,0.66852,0.63644,0.65490,4816.7
2024-01-07 01:00:00,0.65410,0.70266,0.65174,0.67893,6634.6
2024-01-07 07:00:00,0.67817,0.68314,0.64047,0.66154,262.4
2024-01-07 13:00:00,0.66186,0.69744,0.65322,0.68908,10378.5
2024-01-07 19:00:00,0.68893,0.73057,0.66729,0.68134,21038.1
2024-01-08 01:00:00,0.68084,0.68740,0.59256,0.62186,10091.4
2024-01-08 07:00:00,0.62413,0.64887,0.60984,0.64321,4808.4
2024-01-08 13:00:00,0.64478,0.71154,0.64478,0.69037,28202.6
2024-01-08 19:00:00,0.69406,0.76363,0.68249,0.74252,19025.7
2024-01-09 01:00:00,0.74253,0.75360,0.71417,0.74445,11450.7
2024-01-09 07:00:00,0.74299,0.76146,0.71745,0.74266,13448.4
2024-01-09 13:00:00,0.74297,0.74342,0.69282,0.69520,8871.7
2024-01-09 19:00:00,0.69599,0.70105,0.65912,0.67289,7590.8
2024-01-10 01:00:00,0.67288,0.69071,0.66189,0.67647,4665.4
2024-01-10 07:00:00,0.67615,0.68405,0.65650,0.66945,6149.6
2024-01-10 13:00:00,0.66901,0.68032,0.62642,0.68031,16122.8
2024-01-10 19:00:00,0.68012,0.79612,0.65554,0.74101,55942.6
2024-01-11 01:00:00,0.74217,0.75191,0.72134,0.72524,18645.5
2024-01-11 07:00:00,0.72438,0.80177,0.71062,0.77450,49168.4
2024-01-11 13:00:00,0.77424,0.81532,0.71756,0.74026,88649.0
2024-01-11 19:00:00,0.73976,0.76811,0.73314,0.74318,29771.6
2024-01-12 01:00:00,0.74284,0.74938,0.71451,0.72345,16935.9
2024-01-12 07:00:00,0.72266,0.74141,0.71327,0.73086,18664.4
2024-01-12 13:00:00,0.73047,0.73494,0.66200,0.68715,49102.0
2024-01-12 19:00:00,0.68716,0.69848,0.65000,0.67808,87414.2
2024-01-13 01:00:00,0.67931,0.69612,0.64796,0.68952,14605.1
2024-01-13 07:00:00,0.68952,0.72072,0.68472,0.71125,18155.3
2024-01-13 13:00:00,0.71164,0.72967,0.69615,0.70548,100016.1
2024-01-13 19:00:00,0.70506,0.72990,0.69761,0.72305,24775.4
2024-01-14 01:00:00,0.72183,0.73416,0.70964,0.73178,21781.4
2024-01-14 07:00:00,0.73009,0.75591,0.71741,0.72001,24216.0
2024-01-14 13:00:00,0.71961,0.73122,0.71064,0.71612,8856.8
2024-01-14 19:00:00,0.71698,0.71971,0.69044,0.69327,9956.0
2024-01-15 01:00:00,0.69354,0.75726,0.69332,0.74120,19850.2
2024-01-15 07:00:00,0.74053,0.74096,0.71971,0.72503,9094.7
2024-01-15 13:00:00,0.72530,0.73147,0.70072,0.73147,22766.3
2024-01-15 19:00:00,0.73201,0.80900,0.72976,0.80176,40450.3
2024-01-16 01:00:00,0.80357,0.86471,0.79589,0.82399,59721.7
